"","M1","M2","M3","M4","M5","M6","M7","M8","M9","N1","N2","N3","N4","N5","N6","N7","N8","N9","P1","P2","P3","P4","P5","P6","P7","P8","P9","country","source"
"4177",4,2,4,4,4,4,5,4,4,4,2,2,4,3,4,4,2,1,4,2,2,1,4,3,5,3,1,"US",1
"4178",5,5,5,5,5,5,5,5,5,4,2,5,5,5,2,5,1,5,5,4,5,2,5,5,3,3,5,"CY",1
"4179",4,5,5,2,5,4,5,5,5,4,1,3,3,3,2,4,1,4,5,1,3,3,4,3,2,5,5,"NL",3
"4180",5,5,5,2,5,4,5,5,5,1,0,3,4,1,1,2,1,3,2,1,5,5,1,3,5,4,5,"IR",1
"4181",5,5,2,5,5,4,5,2,5,5,3,3,2,5,4,2,4,4,5,1,5,5,5,5,3,3,4,"GB",3
"4182",3,5,3,4,3,2,5,2,4,4,4,4,2,4,4,3,1,3,4,3,2,2,3,4,5,1,2,"US",3
"4183",5,1,3,3,3,4,5,2,3,2,4,3,2,2,3,3,4,3,4,2,4,2,4,3,5,4,1,"AU",1
"4184",5,5,5,5,5,5,5,5,5,5,1,1,2,5,1,5,1,5,2,3,1,1,5,5,5,5,5,"US",3
"4185",2,2,3,3,2,2,2,2,3,2,4,1,2,2,5,1,5,4,1,1,2,1,3,2,5,1,1,"US",3
"4186",4,4,1,2,4,4,4,2,5,5,3,2,2,4,4,5,2,1,3,2,1,2,4,2,5,1,2,"NO",1
"4187",4,3,2,4,4,4,4,2,3,4,4,4,2,2,5,3,2,2,2,2,2,3,2,2,2,2,2,"US",3
"4188",5,3,5,5,5,5,1,3,1,3,3,3,1,5,4,1,3,5,5,1,5,5,5,5,3,1,1,"US",1
"4189",5,5,4,4,5,5,4,4,5,3,5,2,2,4,4,1,3,3,2,4,5,3,5,5,5,1,4,"US",1
"4190",4,4,3,4,2,2,4,1,4,3,2,3,3,3,2,3,3,3,2,2,2,4,3,3,5,1,3,"US",3
"4191",5,4,4,4,4,4,5,4,4,4,5,2,1,3,5,1,4,4,2,4,2,1,4,2,2,5,2,"US",1
"4192",4,4,4,2,4,4,4,3,4,4,1,4,4,4,2,4,1,4,4,1,3,4,4,4,1,4,4,"US",3
"4193",4,2,1,3,1,1,3,1,3,4,3,1,4,1,3,2,2,3,2,5,1,1,4,3,5,1,1,"US",1
"4194",5,2,4,3,2,3,4,3,4,3,3,3,2,3,3,2,2,3,4,2,3,1,4,4,2,2,2,"US",3
"4195",5,4,3,3,4,4,5,2,5,3,2,2,1,3,4,1,2,4,3,1,3,3,4,4,4,3,3,"CA",1
"4196",4,3,5,4,5,5,5,4,4,3,3,3,3,4,3,4,3,3,2,2,5,3,3,3,3,3,5,"US",2
"4197",5,5,5,3,5,5,5,5,5,3,5,3,3,4,5,3,3,5,5,1,2,5,5,5,2,3,5,"US",1
"4198",5,3,3,3,4,4,5,1,5,3,4,1,1,2,4,1,2,4,3,1,3,4,4,4,4,3,3,"CA",1
"4199",5,3,3,4,4,5,4,2,4,2,5,1,2,3,4,1,4,2,4,3,4,3,4,2,5,1,5,"IE",1
"4200",5,4,2,4,4,5,5,4,5,3,4,2,1,3,5,3,2,2,5,3,3,4,5,4,5,5,4,"US",1
"4201",2,1,1,4,1,2,4,1,2,2,2,2,2,3,4,3,4,1,1,4,1,2,4,2,5,1,1,"US",1
"4202",3,3,4,3,1,2,4,2,2,2,5,1,2,4,5,2,4,3,2,5,1,1,4,1,5,1,2,"AU",2
"4203",3,1,3,3,2,2,4,4,3,3,2,2,3,4,3,4,3,2,1,1,1,2,4,3,5,1,3,"AU",2
"4204",5,4,4,4,1,1,5,2,5,3,3,2,5,5,2,5,2,3,1,4,1,2,3,1,1,5,4,"AU",1
"4205",4,3,3,5,3,3,5,3,5,5,2,4,4,2,4,4,2,4,3,2,4,4,4,2,5,3,3,"US",1
"4206",2,3,4,3,3,3,4,1,3,4,4,3,3,5,4,3,2,2,1,4,2,2,4,2,5,2,2,"US",1
"4207",3,1,4,1,4,4,4,2,2,3,2,2,1,3,3,2,4,2,2,3,1,1,2,2,1,5,2,"AZ",1
"4208",5,4,3,2,5,5,4,3,5,3,2,3,1,3,4,3,4,4,3,2,2,4,5,5,1,5,4,"AZ",1
"4209",4,4,2,4,4,4,5,4,5,4,3,2,2,4,2,3,4,3,5,2,3,2,2,3,1,5,2,"AZ",1
"4210",4,3,4,3,2,4,4,3,2,4,4,3,2,3,3,2,4,4,4,4,2,2,1,3,5,2,2,"US",1
"4211",5,4,3,5,4,4,4,3,5,2,2,4,4,2,5,1,3,2,2,1,4,1,4,4,5,1,2,"AU",1
"4212",5,5,3,2,4,5,3,4,5,3,3,2,3,4,4,3,4,4,2,4,3,2,5,3,4,2,3,"US",2
"4213",2,2,2,2,1,1,4,2,3,2,4,2,2,2,4,2,5,5,2,4,1,2,3,2,5,1,2,"US",1
"4214",4,5,1,4,4,5,5,4,5,4,3,3,4,4,5,3,2,4,4,5,4,3,5,4,5,3,4,"US",3
"4215",4,2,2,3,3,3,4,3,4,2,4,2,2,3,4,1,2,2,2,3,2,1,3,3,4,1,2,"US",1
"4216",5,3,5,4,4,5,5,3,5,2,2,2,1,3,5,5,5,1,1,5,4,2,5,3,5,4,4,"US",3
"4217",3,2,4,4,4,3,5,1,2,3,2,4,2,4,4,4,3,3,2,4,4,1,1,2,5,1,1,"US",1
"4218",4,4,5,5,4,3,4,4,4,5,2,4,3,5,4,2,4,4,2,4,2,2,4,2,4,1,4,"US",3
"4219",4,4,2,2,4,2,4,2,4,4,5,2,2,2,4,4,1,2,4,2,2,4,4,2,1,2,4,"TH",1
"4220",5,4,5,4,4,5,5,4,4,3,5,2,2,4,4,2,4,3,4,5,4,2,5,3,4,4,4,"CA",2
"4221",4,4,2,2,4,2,4,2,5,2,1,1,2,5,2,5,1,5,4,2,2,1,4,1,2,4,2,"IN",1
"4222",1,4,4,3,4,4,4,2,4,2,3,3,2,3,3,4,2,4,4,4,4,3,4,3,2,3,4,"ZA",1
"4223",4,2,3,5,4,4,5,4,4,3,5,2,3,3,4,3,2,2,3,4,2,1,4,2,5,3,2,"AU",2
"4224",4,4,4,4,4,4,4,4,4,2,4,2,2,3,4,2,2,5,5,2,2,3,4,4,4,3,3,"US",1
"4225",4,3,2,3,2,4,3,3,2,2,4,1,2,2,4,2,4,3,3,4,3,3,4,2,4,3,2,"CA",1
"4226",4,4,4,4,4,5,4,3,4,4,3,2,1,4,3,4,3,2,3,1,1,1,4,2,4,2,2,"US",1
"4227",5,5,5,1,5,5,5,5,5,5,1,5,5,5,3,5,1,5,5,3,5,3,5,5,5,3,5,"US",3
"4228",5,2,2,4,4,4,5,2,4,1,5,2,1,2,4,1,2,2,2,4,3,1,4,1,3,1,2,"PL",1
"4229",5,5,5,5,5,5,0,5,5,5,1,5,5,5,1,5,1,5,5,5,0,4,5,5,5,5,5,"GB",1
"4230",5,4,4,4,5,5,5,4,4,4,2,2,4,4,1,5,2,5,4,4,2,2,5,5,1,2,5,"GR",2
"4231",5,5,5,5,5,5,5,5,5,4,1,4,5,5,1,4,1,5,5,3,5,1,5,5,5,5,5,"US",1
"4232",5,5,4,4,5,4,5,3,5,5,4,4,2,4,4,4,3,3,5,1,5,4,5,5,2,5,4,"US",1
"4233",4,5,5,4,5,5,4,5,5,5,1,5,5,5,1,5,1,5,5,3,3,2,5,5,5,1,5,"US",1
"4234",4,1,1,2,1,2,3,1,3,3,2,1,1,3,5,1,3,1,1,5,1,1,1,3,5,1,1,"US",1
"4235",5,5,4,3,4,4,5,4,4,3,5,3,3,5,1,4,1,4,4,4,2,5,5,3,2,2,5,"US",1
"4236",4,4,4,4,4,5,4,4,4,4,2,3,3,4,2,4,1,3,3,3,2,3,4,4,2,4,2,"AU",1
"4237",5,5,5,4,5,4,4,4,5,4,3,2,4,5,1,2,1,2,5,4,3,4,5,2,2,4,4,"EE",2
"4238",5,5,5,1,5,5,5,5,5,3,4,1,1,5,1,1,5,3,5,2,5,5,5,5,1,1,1,"IE",1
"4239",4,2,2,2,2,2,3,1,2,4,3,2,2,4,2,2,4,4,4,2,1,1,4,2,2,3,2,"US",1
"4240",1,4,4,3,4,4,2,2,4,2,2,2,2,4,1,4,1,5,2,4,3,2,3,3,2,5,3,"US",3
"4241",4,3,3,4,3,4,4,3,4,4,3,3,3,3,2,3,1,3,3,3,1,1,3,4,2,3,1,"RO",3
"4242",3,1,1,4,1,1,4,2,2,3,3,1,1,4,2,2,4,1,1,2,1,1,4,1,5,2,1,"GB",1
"4243",5,4,5,3,4,4,5,3,4,4,4,3,2,4,3,4,2,3,3,2,3,4,4,3,1,4,4,"US",1
"4244",5,2,3,4,3,3,4,3,4,4,5,4,2,3,4,3,4,4,3,2,2,1,3,2,2,3,1,"US",3
"4245",5,3,3,4,5,5,5,3,5,3,5,1,3,3,2,2,1,5,5,4,3,1,4,4,5,4,3,"CA",1
"4246",4,1,2,2,2,2,4,3,4,1,5,2,1,2,4,1,4,2,1,4,1,2,4,1,2,2,1,"GB",1
"4247",5,4,2,5,5,4,5,4,4,2,5,1,1,4,5,4,2,1,2,2,1,3,2,1,1,5,1,"GB",1
"4248",4,3,4,4,5,5,4,3,3,4,1,3,3,4,2,4,3,5,3,4,3,1,4,2,4,2,2,"IL",1
"4249",5,5,5,2,4,5,5,5,5,5,1,5,2,5,1,5,1,5,3,1,2,4,5,5,2,5,5,"US",2
"4250",5,5,4,4,4,4,5,4,3,4,2,4,3,4,2,3,2,4,5,4,5,3,4,4,2,4,4,"GB",2
"4251",5,5,5,5,5,5,5,5,5,4,2,2,5,5,3,5,2,5,5,4,5,2,2,5,5,5,5,"IE",1
"4252",5,5,4,2,5,5,5,5,5,4,1,4,4,5,1,5,1,5,4,1,1,5,5,5,2,5,5,"US",3
"4253",3,5,2,2,3,2,4,1,4,4,2,3,2,4,2,5,2,4,4,4,2,3,3,3,4,1,2,"US",1
"4254",5,5,5,5,5,5,5,5,5,5,1,3,5,5,1,5,1,5,5,1,5,5,5,5,1,5,5,"US",3
"4255",4,2,3,2,4,1,4,4,4,4,3,2,4,3,4,1,5,3,3,4,4,2,4,2,5,1,4,"GB",1
"4256",5,4,3,3,5,5,5,4,5,4,3,4,4,3,3,3,1,4,4,1,3,4,4,5,2,3,2,"US",1
"4257",5,5,5,5,5,3,5,3,4,3,1,4,4,5,1,5,4,4,4,4,5,5,5,5,5,4,5,"IN",2
"4258",4,2,3,4,2,2,4,2,4,2,4,2,2,4,4,2,4,3,2,4,2,2,2,2,4,2,2,"RU",1
"4259",4,5,3,2,4,4,5,4,5,3,3,2,3,2,2,1,2,5,5,4,1,4,4,4,3,4,5,"ZA",3
"4260",4,4,5,2,4,4,5,4,5,4,4,2,2,4,0,3,2,5,4,4,4,4,5,4,4,4,4,"US",1
"4261",5,5,2,1,1,5,5,1,5,3,2,2,1,1,1,1,4,4,4,5,1,1,1,4,5,1,1,"CA",1
"4262",5,5,4,3,5,4,5,5,5,3,3,4,5,3,3,4,1,5,5,3,4,5,5,4,2,5,4,"US",3
"4263",2,2,4,3,2,4,4,3,2,2,3,1,3,3,2,2,1,5,2,3,2,4,4,3,5,2,1,"IT",1
"4264",5,1,4,4,4,3,5,4,5,1,2,3,3,4,5,3,2,3,5,5,3,4,4,2,4,1,2,"GB",1
"4265",3,4,4,4,5,4,3,4,4,4,5,3,3,3,3,1,4,3,3,3,3,1,4,5,5,1,4,"GB",1
"4266",5,2,3,3,4,3,4,4,3,4,4,3,3,2,4,4,2,3,4,2,3,1,4,4,5,2,2,"US",3
"4267",5,5,5,5,5,5,5,5,5,5,1,5,5,4,1,5,1,5,5,2,5,3,5,5,1,5,5,"US",1
"4268",5,1,3,3,4,4,5,3,2,1,5,1,1,2,4,1,3,3,5,4,3,4,3,2,4,1,2,"GB",3
"4269",2,2,1,2,1,4,4,3,2,1,4,3,2,3,2,2,2,0,4,4,1,2,3,1,2,2,1,"GB",1
"4270",5,3,5,5,5,5,5,3,5,5,1,5,1,5,4,1,5,5,1,5,5,5,5,5,5,1,3,"US",1
"4271",2,4,5,5,5,4,5,4,5,1,2,4,3,5,1,2,1,5,3,4,3,3,5,4,2,5,5,"US",2
"4272",5,5,4,3,5,5,5,5,5,5,2,2,4,4,3,4,3,4,5,2,4,2,5,4,5,3,5,"CA",1
"4273",4,1,3,3,2,1,4,2,1,3,3,2,1,3,4,1,4,1,2,3,1,1,4,1,4,1,1,"US",1
"4274",5,4,5,1,5,2,5,5,4,2,5,1,4,1,4,1,2,5,5,5,5,4,3,3,2,1,3,"NL",3
"4275",4,3,3,2,4,4,4,4,4,4,1,2,4,3,2,4,1,5,3,3,3,3,4,4,2,4,2,"GB",1
"4276",4,4,2,2,5,5,5,3,5,3,3,4,4,3,4,4,1,3,2,3,1,2,5,2,4,4,3,"US",1
"4277",5,5,4,3,4,4,5,5,5,5,3,4,4,5,5,3,2,5,4,2,4,3,5,5,4,3,5,"US",1
"4278",5,3,4,4,5,4,5,4,5,3,3,3,4,4,4,5,2,4,5,3,4,3,4,4,3,5,3,"DE",1
"4279",4,3,3,2,4,3,5,2,4,4,2,4,2,4,2,4,1,5,2,2,2,1,4,4,5,4,3,"CA",3
"4280",3,3,2,4,4,3,5,2,4,4,3,3,3,4,4,3,3,4,3,3,2,4,4,4,1,3,2,"BG",1
"4281",5,5,3,1,4,5,5,4,5,3,5,2,1,3,3,2,1,5,5,4,1,1,5,5,1,5,5,"CZ",1
"4282",5,5,5,4,4,4,0,3,4,2,5,3,2,4,5,2,3,4,5,4,5,4,5,5,1,4,4,"GB",3
"4283",5,3,5,4,5,4,5,4,4,1,5,2,4,5,5,2,4,2,4,2,2,2,4,2,2,1,4,"GB",3
"4284",5,1,2,3,1,2,4,1,4,5,3,1,2,4,2,4,2,2,1,5,2,1,3,2,4,4,1,"US",2
"4285",4,3,3,4,2,3,4,3,4,3,2,2,3,4,4,4,4,4,2,2,2,2,3,3,4,4,2,"GB",1
"4286",4,1,1,2,1,1,4,2,3,2,3,1,1,1,3,3,3,5,4,3,1,1,4,2,3,1,1,"SI",3
"4287",5,4,4,4,5,4,5,4,5,2,2,2,2,2,2,4,1,4,3,3,2,2,4,4,2,3,4,"GB",1
"4288",4,4,3,2,2,2,4,3,4,4,2,1,1,4,2,2,2,4,2,4,2,1,2,2,4,1,2,"CA",1
"4289",4,2,4,1,1,3,5,3,3,3,5,3,2,1,4,1,3,4,4,5,3,1,4,1,5,1,1,"SE",3
"4290",4,4,5,3,4,5,5,2,4,3,4,3,3,4,3,5,2,4,4,3,3,4,5,3,1,5,3,"US",2
"4291",5,5,5,5,5,5,5,5,5,2,1,2,3,1,1,5,1,5,5,4,1,1,5,5,5,1,5,"AT",1
"4292",5,5,5,5,5,5,5,5,5,3,1,3,5,5,1,3,1,5,5,3,5,1,5,5,1,1,5,"FR",3
"4293",5,3,5,4,4,3,5,3,4,3,5,3,2,5,5,5,5,4,2,4,3,5,4,3,5,3,3,"US",3
"4294",3,2,2,4,2,3,4,3,4,2,4,2,2,2,2,1,4,4,2,4,2,2,4,3,5,1,2,"US",1
"4295",3,4,4,4,4,5,4,4,4,2,4,4,4,5,5,1,4,4,2,4,3,2,5,2,4,3,4,"US",1
"4296",3,4,3,3,2,4,4,3,3,2,4,2,2,3,4,2,5,2,2,4,3,2,3,2,5,4,2,"US",1
"4297",5,5,5,3,2,4,5,2,5,3,2,4,1,5,1,3,1,5,5,4,5,1,4,5,1,5,2,"US",3
"4298",4,2,3,4,3,2,3,1,3,1,4,2,2,2,5,2,3,2,3,4,2,1,4,2,5,1,2,"US",1
"4299",3,2,2,2,1,2,4,4,3,4,4,2,2,4,2,4,4,3,2,3,2,1,4,2,1,3,2,"US",3
"4300",4,3,4,3,0,4,5,4,5,3,2,1,5,2,1,5,1,4,5,3,1,3,2,4,4,4,4,"HU",1
"4301",4,1,1,2,4,3,5,1,4,3,4,3,5,3,4,5,1,2,4,1,3,5,4,1,1,5,1,"US",2
"4302",4,2,3,5,2,1,4,1,3,0,2,3,2,5,2,1,3,2,2,3,1,1,2,1,3,1,2,"US",3
"4303",4,3,2,2,1,1,4,2,3,4,2,3,2,1,2,2,5,2,2,5,2,1,1,1,5,1,1,"CA",2
"4304",5,5,4,5,5,5,5,5,5,5,1,5,5,5,1,5,1,5,4,1,1,1,5,5,2,5,5,"US",3
"4305",5,3,3,2,5,4,5,3,5,4,2,2,2,1,3,4,2,4,3,4,2,1,4,4,2,4,3,"AT",1
"4306",5,5,5,5,5,5,5,5,5,4,1,5,3,5,2,4,1,4,4,3,5,5,4,3,1,5,5,"US",2
"4307",5,5,2,2,5,5,5,5,5,3,1,5,3,2,2,4,1,5,1,2,3,4,5,5,5,3,2,"ES",1
"4308",4,4,3,4,4,4,4,3,3,2,3,3,3,4,3,1,4,4,2,4,4,4,4,3,2,1,4,"CA",1
"4309",4,1,2,3,2,2,3,2,1,2,3,2,2,2,2,2,3,3,2,5,2,2,3,2,3,1,2,"US",3
"4310",4,2,2,2,2,1,4,2,4,4,4,2,2,3,2,3,2,4,1,3,1,1,4,2,4,3,1,"US",2
"4311",5,5,5,5,5,5,5,5,5,4,1,5,4,5,3,3,3,5,4,2,5,5,4,4,3,5,5,"CA",2
"4312",4,2,3,4,1,1,4,2,2,4,4,1,1,2,2,1,4,2,2,4,2,2,2,2,5,1,2,"US",2
"4313",4,2,2,3,2,2,4,2,2,4,4,2,2,4,4,2,4,2,2,4,2,2,2,2,4,1,2,"US",1
"4314",4,4,3,2,3,5,5,3,4,5,3,2,2,4,4,5,4,3,2,2,4,2,5,3,5,3,2,"US",1
"4315",5,4,1,2,2,4,5,2,5,4,2,3,4,2,2,4,1,3,3,1,4,4,4,5,2,1,1,"US",1
"4316",5,2,3,4,4,4,4,3,4,4,3,2,4,3,4,2,2,4,4,3,3,3,4,3,3,3,2,"US",1
"4317",5,4,5,5,3,3,5,4,5,5,3,4,5,4,3,5,1,3,3,4,3,2,4,2,2,3,4,"US",3
"4318",5,4,4,2,4,4,5,4,4,2,4,2,2,4,2,1,2,4,4,2,4,2,5,5,2,3,4,"US",1
"4319",1,3,3,3,3,2,4,2,4,2,3,2,4,2,2,3,2,3,2,4,2,1,2,2,4,2,2,"GB",1
"4320",1,1,2,3,3,2,4,3,3,3,3,3,2,3,4,2,4,3,1,4,2,2,3,2,4,2,2,"US",1
"4321",3,2,2,3,3,3,3,2,4,2,4,2,2,3,4,2,3,2,3,4,4,2,4,3,4,2,2,"US",1
"4322",4,4,3,3,3,3,2,3,4,4,3,4,3,2,2,4,2,4,2,3,3,1,2,2,4,2,3,"CA",3
"4323",5,1,4,5,5,5,5,5,5,2,5,2,4,5,3,4,5,4,3,5,1,1,5,5,5,3,4,"US",3
"4324",4,4,4,4,4,5,5,3,5,2,2,4,4,4,1,3,2,4,3,4,2,1,4,4,4,5,2,"US",3
"4325",5,3,2,4,3,4,5,4,2,2,2,2,4,2,2,1,2,4,3,2,2,1,4,3,3,1,3,"JP",1
"4326",5,4,4,4,3,5,5,5,4,4,3,3,2,4,4,3,4,3,3,5,2,3,5,3,5,4,3,"GB",1
"4327",4,4,4,4,3,4,4,4,4,3,3,4,3,4,3,3,4,4,2,3,4,2,3,2,4,2,4,"CA",1
"4328",4,4,5,4,5,4,4,4,4,4,2,3,4,5,2,4,1,5,4,2,4,2,4,4,2,4,4,"US",3
"4329",5,3,2,4,4,4,5,3,4,3,5,2,2,3,4,3,2,3,4,2,4,5,4,3,3,3,3,"UY",1
"4330",5,5,5,5,5,5,5,4,5,5,5,2,5,4,5,5,1,3,5,5,1,5,5,5,5,5,5,"SG",1
"4331",5,4,4,2,2,5,5,4,5,2,2,3,4,3,1,5,1,3,4,4,2,2,4,3,3,4,3,"US",2
"4332",3,4,2,4,3,1,4,2,3,5,2,4,4,4,2,4,2,5,2,4,1,2,3,2,4,1,1,"US",1
"4333",4,3,3,3,2,4,4,3,2,2,4,2,2,3,4,2,4,3,3,4,2,2,3,3,4,2,3,"MY",1
"4334",5,2,1,5,5,4,5,3,5,1,5,1,1,5,2,1,5,3,4,5,2,1,2,2,4,1,1,"US",1
"4335",3,3,3,4,3,5,5,3,4,2,1,1,3,2,4,3,2,5,3,3,4,1,4,3,5,1,2,"US",1
"4336",4,4,3,4,4,5,4,4,4,3,2,2,4,4,2,4,2,2,4,1,2,2,4,2,1,3,4,"US",1
"4337",5,5,5,3,5,4,4,5,5,3,4,4,4,4,1,4,1,4,4,4,4,2,5,4,3,1,5,"BR",3
"4338",4,3,2,3,5,5,3,2,3,4,5,3,1,1,4,4,4,3,4,3,2,3,5,4,5,1,1,"US",1
"4339",4,1,2,2,1,2,4,3,2,4,3,1,2,1,2,4,4,4,2,4,1,1,4,2,4,5,1,"US",2
"4340",5,5,4,5,5,4,5,2,4,4,5,1,4,5,4,3,2,5,5,3,2,1,4,3,5,1,2,"US",1
"4341",4,4,4,4,2,4,5,2,4,4,5,2,3,2,5,3,3,3,2,5,4,4,4,2,3,2,4,"US",2
"4342",4,5,5,5,4,5,5,2,5,2,5,2,1,4,2,4,4,4,3,4,2,2,4,4,5,1,1,"US",1
"4343",3,4,2,4,2,1,2,2,4,4,1,3,4,4,5,1,1,2,4,1,1,3,4,1,5,1,3,"GB",1
"4344",5,1,1,1,1,1,5,1,1,1,5,1,1,1,5,1,5,1,1,5,1,1,4,1,5,1,1,"US",1
"4345",4,2,2,3,2,2,4,2,1,3,3,2,2,2,2,2,2,4,2,5,2,2,4,2,3,1,2,"US",1
"4346",5,5,5,5,5,5,5,5,5,1,5,2,5,5,4,1,1,4,3,4,5,3,5,2,5,4,5,"US",1
"4347",3,1,2,2,1,1,3,2,2,1,5,1,2,2,4,1,4,3,1,5,1,1,1,1,1,1,1,"US",1
"4348",5,5,1,5,5,5,5,3,3,4,5,5,1,1,2,4,2,5,5,5,3,1,5,5,5,1,1,"US",1
"4349",4,4,5,5,5,5,5,4,4,3,3,2,4,3,4,3,3,5,4,3,4,5,5,5,3,1,4,"ID",3
"4350",3,3,3,2,2,3,4,3,3,2,5,2,2,2,5,2,2,2,2,5,2,2,4,2,2,2,3,"GB",1
"4351",4,4,3,4,4,4,4,4,4,3,2,4,2,5,4,4,2,5,2,3,4,2,4,4,2,4,3,"US",3
"4352",5,4,4,4,4,4,5,4,5,4,3,4,3,4,2,4,3,4,4,2,4,2,4,5,4,4,4,"IT",1
"4353",5,4,3,4,4,4,5,3,5,3,4,4,3,3,5,4,5,3,2,5,2,2,4,3,5,1,2,"US",1
"4354",1,4,4,5,5,5,5,3,5,1,5,1,1,3,5,1,4,2,4,4,5,2,2,3,3,1,2,"AU",1
"4355",2,4,4,4,2,2,4,4,4,4,2,2,4,3,4,2,2,2,2,2,2,2,3,2,4,5,2,"US",3
"4356",5,4,4,4,4,4,5,3,5,4,2,2,2,4,1,1,2,4,2,2,4,4,5,3,4,5,4,"AU",3
"4357",5,4,2,3,3,4,5,2,4,4,2,3,1,4,3,1,2,4,3,1,2,3,4,3,1,2,1,"CA",1
"4358",5,5,4,5,5,5,5,5,5,4,5,4,1,4,3,4,1,3,3,3,1,1,3,3,5,1,3,"AU",1
"4359",5,5,4,3,5,5,5,5,4,3,5,1,3,3,4,3,1,3,2,3,2,1,5,5,3,3,3,"US",3
"4360",4,4,5,4,5,4,5,3,4,3,4,4,4,4,4,4,3,4,3,2,4,2,4,3,4,4,2,"CA",2
"4361",5,5,5,3,5,5,4,5,5,5,1,4,4,4,2,5,3,5,5,5,2,4,5,5,1,5,4,"US",1
"4362",2,4,4,4,3,2,3,2,3,4,2,2,2,4,3,2,4,4,4,4,1,2,3,2,5,2,2,"SE",1
"4363",5,3,5,5,5,4,5,4,5,3,3,3,1,3,3,2,2,3,2,5,3,2,3,3,5,3,3,"US",1
"4364",5,5,5,5,5,5,5,5,4,5,3,3,5,4,5,5,5,4,4,2,4,3,4,5,2,4,4,"NZ",1
"4365",5,4,5,5,5,5,5,5,4,3,2,3,2,5,2,5,1,4,4,4,4,4,5,4,5,2,5,"PH",1
"4366",4,3,3,4,4,4,4,3,2,3,4,2,2,3,3,2,4,3,4,4,3,2,2,2,4,3,2,"NZ",1
"4367",5,4,3,4,5,5,5,4,5,4,4,2,3,4,1,4,1,3,4,3,3,3,4,4,3,5,4,"NL",1
"4368",3,3,4,4,3,4,5,4,3,1,1,2,4,4,1,4,4,4,3,5,4,3,4,3,4,3,3,"PH",1
"4369",2,3,2,4,4,3,5,1,5,1,5,1,1,4,2,2,4,2,4,4,1,1,2,1,5,3,2,"US",2
"4370",4,4,4,4,2,2,4,4,4,3,1,4,3,2,2,4,2,4,3,2,3,4,4,4,4,4,2,"FI",1
"4371",4,2,2,4,4,2,4,2,3,2,3,2,2,2,4,2,4,2,2,4,2,2,2,2,2,2,2,"PH",1
"4372",4,5,5,2,4,2,5,3,4,5,2,5,4,4,2,4,1,5,4,2,4,4,5,4,2,4,4,"MY",3
"4373",5,5,5,2,5,5,5,5,4,4,2,4,1,5,1,4,1,3,5,4,4,3,5,4,2,4,5,"US",2
"4374",4,3,2,2,2,4,4,3,4,2,5,2,2,2,5,1,4,2,3,4,2,2,3,3,2,5,2,"NZ",1
"4375",4,2,2,4,3,3,4,4,4,2,2,2,1,4,4,1,5,4,2,4,2,1,2,1,5,3,2,"GB",1
"4376",5,5,5,1,5,5,5,5,5,5,3,3,3,5,1,3,1,5,5,2,1,3,5,5,1,3,5,"US",1
"4377",3,2,2,2,2,2,4,2,4,4,1,2,2,4,2,2,1,4,3,2,1,2,4,2,4,2,1,"GB",1
"4378",4,4,3,4,4,5,5,3,4,3,4,3,3,4,4,2,2,3,3,5,2,1,4,2,5,3,2,"HU",1
"4379",5,5,5,3,5,5,5,5,5,4,2,3,5,5,3,5,2,5,5,3,2,5,5,3,3,5,5,"GB",2
"4380",5,3,2,4,5,2,5,3,5,3,1,1,5,5,1,4,1,3,1,4,1,2,2,1,4,1,3,"SE",3
"4381",5,5,4,5,5,5,5,5,4,2,4,1,4,3,1,2,1,5,4,5,4,1,5,5,5,4,5,"DZ",1
"4382",4,4,5,4,4,3,5,2,4,4,3,3,2,4,4,3,2,4,2,2,5,4,5,3,5,2,2,"US",1
"4383",2,2,3,2,2,3,2,2,2,4,3,2,3,4,3,3,4,3,2,2,2,2,2,2,4,3,2,"IL",1
"4384",2,3,3,1,1,3,4,2,3,2,2,1,1,3,4,4,4,1,2,2,1,2,3,1,5,3,1,"GB",1
"4385",4,4,3,4,3,3,4,3,5,3,3,2,2,3,3,3,1,3,3,3,2,2,2,2,2,3,3,"NL",1
"4386",2,4,5,4,5,5,5,3,5,4,5,4,2,4,2,4,3,5,4,3,1,1,4,2,5,4,5,"US",1
"4387",3,4,3,2,4,4,4,2,4,4,2,2,2,4,4,4,2,3,2,4,2,2,4,4,4,2,2,"GB",1
"4388",5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,3,1,5,5,1,3,5,5,5,5,5,5,"GB",2
"4389",4,1,3,2,1,1,3,3,4,5,3,4,2,4,2,4,4,3,1,2,1,1,1,3,4,2,2,"US",1
"4390",5,3,3,4,3,4,5,2,5,4,2,2,4,5,3,5,2,4,2,2,2,1,3,2,4,1,2,"US",1
"4391",5,2,3,3,5,1,5,1,5,3,3,1,2,2,4,1,5,3,1,4,1,3,3,5,1,2,3,"US",1
"4392",5,5,5,4,4,5,5,5,5,5,1,5,2,4,1,5,1,5,4,2,2,5,4,3,2,5,5,"GB",3
"4393",4,3,5,2,4,2,4,3,4,2,1,4,4,5,3,2,2,4,5,2,5,5,4,3,4,2,5,"US",1
"4394",5,3,4,2,2,1,4,1,4,4,3,2,1,4,5,1,5,1,2,4,1,1,2,1,5,1,1,"US",1
