"","HSNS1","HSNS2","HSNS3","HSNS4","HSNS5","HSNS6","HSNS7","HSNS8","HSNS9","HSNS10","DDP1","DDP2","DDP3","DDP4","DDN1","DDN2","DDN3","DDN4","DDM1","DDM2","DDM3","DDM4","age","gender","accuracy","country"
"13709",5,5,4,2,5,5,5,5,5,2,2,4,4,5,5,5,5,5,5,5,5,4,35,2,90,"AU"
"13710",4,4,2,2,2,4,5,4,4,2,1,2,3,4,5,5,4,4,4,4,4,4,35,2,95,"AU"
"13711",2,4,1,1,2,4,4,2,1,1,2,1,3,3,4,4,4,4,4,2,2,2,54,1,80,"GB"
"13712",4,5,4,1,2,4,4,4,3,1,5,3,5,2,4,3,3,3,5,5,4,1,27,2,80,"US"
"13713",5,1,4,3,5,5,2,5,5,5,5,5,5,3,5,3,5,5,5,5,5,5,33,1,100,"JP"
"13714",2,2,3,2,3,2,4,2,2,2,2,2,1,3,2,2,1,2,2,2,2,2,42,2,92,"AU"
"13715",4,5,5,4,4,5,5,5,5,4,3,3,4,4,5,3,3,4,5,4,4,4,20,2,90,"GB"
"13716",1,4,4,1,2,4,4,4,3,1,1,1,1,4,2,1,2,1,1,2,1,1,20,1,80,"SG"
"13717",5,1,2,3,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,17,1,99,"US"
"13718",0,1,1,1,5,5,5,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,48,2,95,"US"
"13719",2,4,2,3,2,3,4,2,4,1,1,1,1,3,4,1,2,4,4,4,5,2,21,2,85,"US"
"13720",5,2,4,2,4,5,2,2,2,1,4,2,5,5,3,2,4,2,4,4,2,3,16,2,85,"US"
"13721",4,1,4,4,5,4,3,3,4,2,2,2,1,5,5,1,0,4,4,4,2,3,23,1,80,"GB"
"13722",1,1,5,2,3,5,1,1,5,4,4,4,4,5,4,2,2,3,3,4,3,2,19,2,65,"US"
"13723",5,5,5,2,5,5,2,5,4,5,4,5,4,4,5,2,4,4,5,5,5,4,50,1,99,"US"
"13724",2,1,2,2,2,5,2,2,2,2,1,1,2,3,3,2,2,2,4,3,2,1,22,1,97,"US"
"13725",4,4,5,3,2,4,4,2,5,2,1,1,3,4,4,5,3,4,3,4,4,3,15,1,50,"US"
"13726",5,3,4,1,3,3,4,2,5,1,1,1,1,3,5,5,3,3,1,3,2,1,36,1,85,"SE"
"13727",5,4,4,5,5,3,5,5,5,4,5,4,5,5,4,5,5,2,5,4,4,4,21,1,97,"EG"
"13728",5,2,2,4,4,5,2,4,2,5,5,5,4,4,2,2,1,1,4,4,4,3,21,1,85,"UA"
"13729",4,2,2,4,4,5,2,4,4,4,4,4,4,5,3,3,3,2,2,4,2,2,24,2,80,"AU"
"13730",4,4,1,5,4,5,5,4,4,1,3,4,4,4,1,1,3,3,4,5,2,4,16,1,99,"TR"
"13731",3,1,2,1,2,4,3,1,2,1,1,1,2,4,4,4,3,2,2,3,2,1,0,2,100,"US"
"13732",5,2,2,2,4,5,2,4,4,5,5,5,5,4,5,4,4,4,4,4,2,2,39,2,80,"US"
"13733",5,4,5,5,4,5,5,5,5,4,5,4,4,4,4,5,5,2,4,4,5,5,26,1,90,"IE"
"13734",5,5,4,2,2,5,4,4,5,1,1,2,4,5,5,5,5,4,2,4,3,2,15,1,90,"US"
"13735",4,2,3,2,4,4,3,4,4,4,2,3,4,4,4,4,2,2,3,4,4,2,42,1,60,"IE"
"13736",5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,26,1,26,"IE"
"13737",1,4,5,1,1,3,4,2,3,2,2,1,2,4,5,3,4,0,2,1,1,1,27,2,99,"US"
"13738",5,1,5,5,5,4,4,4,5,2,1,5,2,5,5,5,4,4,5,5,5,2,12,2,65,"US"
"13739",5,1,2,4,5,5,4,5,5,5,5,5,5,5,4,3,5,5,5,5,5,5,18,1,99,"US"
"13740",4,2,5,2,5,4,4,2,4,4,4,2,2,4,4,0,2,4,5,4,4,4,15,2,90,"US"
"13741",5,5,4,3,2,4,4,2,4,4,2,2,2,5,4,4,3,4,3,4,4,4,38,1,75,"US"
"13742",4,4,2,3,4,4,4,4,4,4,5,4,5,5,4,4,4,3,2,1,3,2,30,2,68,"US"
"13743",5,4,4,4,2,4,2,2,4,1,2,2,2,2,4,2,4,3,4,4,4,2,19,1,95,"US"
"13744",4,2,4,3,2,4,3,4,2,2,4,4,5,5,4,3,4,2,4,4,4,2,26,1,80,"US"
"13745",1,2,3,2,3,3,3,1,2,2,1,1,1,1,2,2,1,1,2,2,3,1,27,1,75,"SE"
"13746",4,4,4,2,4,4,4,3,4,2,2,3,3,4,5,4,4,4,3,4,4,2,25,1,85,"US"
"13747",2,5,4,1,3,2,3,1,1,2,2,2,2,2,3,1,1,1,2,2,1,2,16,2,95,"CA"
"13748",4,5,5,3,2,5,5,1,3,2,2,1,4,3,5,4,4,4,3,4,4,2,20,2,89,"US"
"13749",4,2,2,2,4,4,2,3,5,2,2,2,4,2,4,4,4,2,3,4,2,1,21,1,83,"MX"
"13750",4,3,3,2,2,5,4,3,2,2,4,3,3,4,3,3,3,3,4,2,2,2,21,1,50,"US"
"13751",3,4,4,4,3,4,4,3,4,2,1,2,2,4,5,1,4,4,3,4,4,3,26,2,90,"AU"
"13752",1,5,5,2,2,4,5,1,4,1,1,2,1,4,5,5,2,2,2,3,4,1,27,2,50,"US"
"13753",4,4,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,4,4,5,5,5,20,1,90,"US"
"13754",3,3,4,4,4,4,4,3,4,4,3,3,4,5,4,3,4,1,3,1,3,3,42,2,80,"AU"
"13755",2,4,2,4,1,2,4,2,1,2,1,1,5,2,2,2,1,1,1,1,1,1,42,2,90,"NZ"
"13756",4,4,4,1,1,4,4,3,3,2,1,1,2,3,3,1,1,1,4,3,2,1,49,2,75,"US"
"13757",4,1,3,1,4,5,1,2,2,1,1,2,3,3,2,2,2,2,3,4,4,3,43,1,85,"US"
"13758",4,4,3,1,4,4,4,4,5,3,3,3,3,4,4,4,3,4,4,4,3,3,51,1,80,"AU"
"13759",5,5,3,5,5,4,4,5,5,5,4,4,5,4,5,5,4,3,5,5,5,3,23,2,98,"US"
"13760",4,2,2,4,2,4,4,2,4,2,2,2,1,2,4,4,4,4,2,4,4,1,26,2,85,"US"
"13761",3,3,3,2,3,3,2,3,3,2,2,2,2,2,3,2,2,1,2,2,1,2,28,2,85,"US"
"13762",5,4,5,1,3,1,5,4,1,2,4,2,1,3,5,5,5,1,3,5,5,2,20,1,95,"US"
"13763",5,2,2,3,5,5,4,4,4,4,5,4,4,5,4,4,5,5,4,4,4,4,46,1,95,"US"
"13764",1,5,5,2,2,3,4,1,4,2,1,1,2,4,5,2,2,2,2,4,1,2,21,2,98,"US"
"13765",4,2,2,3,3,5,4,3,3,3,3,4,4,5,4,3,4,3,3,5,3,3,16,1,100,"US"
"13766",2,1,4,2,2,4,2,2,3,3,4,5,5,5,1,1,1,1,5,5,4,4,17,1,90,"CA"
"13767",2,3,1,2,4,4,4,4,4,4,2,1,3,4,4,3,4,1,2,4,1,3,16,2,100,"US"
"13768",4,5,4,5,3,3,4,4,0,5,5,4,2,3,4,4,3,4,3,0,4,4,17,2,100,"US"
"13769",5,5,1,1,4,5,4,4,2,2,4,1,4,4,2,3,2,4,4,4,4,4,46,2,50,"US"
"13770",4,1,1,3,4,4,3,3,5,3,4,3,4,5,4,4,3,4,3,4,3,4,20,2,100,"US"
"13771",4,2,5,3,1,5,4,1,5,2,5,2,5,2,2,1,2,1,4,4,2,2,23,1,70,"US"
"13772",4,1,4,4,5,5,1,5,5,3,4,5,5,5,2,1,4,3,3,5,5,3,19,2,75,"US"
"13773",5,2,1,5,5,5,2,5,5,5,5,0,5,4,5,3,5,2,5,5,5,5,20,2,100,"US"
"13774",2,3,4,3,4,4,4,2,4,1,2,3,4,4,2,2,2,2,2,4,3,3,23,2,70,"US"
"13775",2,1,3,1,3,4,2,4,3,2,3,1,3,5,5,5,2,2,3,2,1,1,29,1,85,"US"
"13776",2,4,4,3,2,3,3,2,2,2,1,2,2,3,4,4,2,2,2,3,2,2,29,2,90,"KR"
"13777",4,4,3,1,2,3,4,2,2,2,2,2,2,4,4,3,1,1,2,2,1,1,21,2,100,"US"
"13778",3,3,3,3,3,3,4,3,3,2,2,1,2,4,2,2,2,3,2,3,2,2,19,1,82,"ZA"
"13779",3,4,3,2,2,3,4,3,4,4,1,1,2,2,4,4,4,1,1,2,4,1,54,2,90,"US"
"13780",2,5,5,3,2,4,4,2,4,3,2,1,2,3,4,2,3,2,3,4,4,2,18,2,90,"US"
"13781",4,2,4,2,3,3,4,4,4,5,4,3,4,5,5,5,5,5,5,4,4,3,19,1,75,"CA"
"13782",2,3,2,3,2,1,3,1,2,2,1,1,1,3,3,2,1,1,1,2,2,1,46,2,90,"NL"
"13783",4,1,2,2,1,4,2,4,4,1,1,1,1,1,5,3,2,2,1,4,3,1,23,2,98,"US"
"13784",4,5,5,2,3,5,5,2,4,2,2,3,2,5,2,2,1,1,3,2,3,2,16,2,10,"NZ"
"13785",4,2,3,2,4,3,3,2,4,3,3,3,3,4,4,3,4,2,3,4,3,3,27,1,96,"US"
"13786",2,2,2,2,2,3,2,2,3,2,2,2,2,2,4,4,4,3,3,4,4,2,58,1,80,"GB"
"13787",4,5,2,2,2,3,5,3,4,2,2,2,2,2,5,4,4,3,4,4,4,2,23,2,80,"BE"
"13788",4,4,4,2,2,4,4,4,4,4,2,1,4,4,4,4,2,2,2,2,3,2,42,2,90,"US"
"13789",4,5,3,1,3,4,4,3,4,2,2,2,4,4,4,4,3,4,2,3,3,4,45,1,95,"US"
"13790",4,5,4,4,5,5,4,5,5,4,4,5,5,3,5,5,5,2,2,5,1,4,42,1,80,"BR"
"13791",5,5,4,4,5,4,4,4,2,4,4,2,4,4,2,1,1,2,3,4,2,2,17,2,70,"GB"
"13792",3,2,2,2,1,3,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,35,2,98,"US"
"13793",5,1,3,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,17,1,99,"US"
"13794",2,4,3,2,2,2,4,2,3,2,2,2,2,4,2,2,2,2,2,1,2,1,31,1,75,"GB"
"13795",2,4,4,1,2,4,4,1,4,1,1,1,1,4,4,4,1,1,1,2,4,1,40,2,95,"GB"
"13796",2,5,5,1,1,4,5,1,4,2,1,1,4,4,5,4,4,3,4,4,4,2,27,2,90,"US"
"13797",2,2,3,2,3,2,1,2,2,2,3,2,2,4,2,3,2,3,2,3,4,3,45,1,90,"GB"
"13798",1,3,2,2,2,2,3,2,4,2,2,2,1,4,2,2,1,2,3,2,2,2,37,2,85,"GB"
"13799",5,5,5,3,4,3,4,2,4,2,1,5,1,2,4,2,3,2,1,2,2,1,54,2,98,"GB"
"13800",5,5,4,3,3,0,4,4,5,1,2,2,4,5,5,5,4,3,5,5,4,5,25,2,100,"US"
"13801",4,3,4,2,5,4,3,4,5,3,4,3,5,4,4,4,5,3,4,4,5,4,26,1,100,"US"
"13802",2,3,3,1,4,4,3,3,2,3,3,1,1,4,3,2,2,2,3,2,3,5,50,2,90,"GB"
"13803",3,4,4,2,1,2,4,3,4,1,1,1,1,2,4,4,2,3,3,4,4,1,36,2,85,"GB"
"13804",1,3,4,3,5,5,1,5,4,5,5,4,5,5,3,4,3,1,4,5,4,4,20,1,90,"GB"
"13805",1,1,1,3,2,4,1,1,4,4,5,5,5,5,4,2,2,2,5,5,5,5,17,2,98,"US"
"13806",3,5,5,2,1,4,5,1,4,1,1,1,1,4,4,1,1,1,1,1,1,1,18,2,88,"GB"
"13807",3,4,4,4,2,5,5,2,5,4,1,4,2,3,4,3,4,2,4,5,3,4,22,1,85,"US"
"13808",4,4,4,2,4,5,4,4,4,4,4,4,2,4,4,3,2,2,4,4,4,2,36,2,85,"GB"
"13809",5,3,4,3,5,5,5,4,4,5,5,5,5,5,5,4,5,5,5,5,5,5,28,1,100,"US"
"13810",4,4,4,5,4,5,5,4,4,2,4,5,4,5,5,4,4,4,4,5,2,3,22,1,90,"US"
"13811",4,3,4,2,4,5,3,4,4,4,4,4,4,3,4,4,4,4,2,4,4,3,25,1,80,"LB"
"13812",3,1,1,2,5,3,4,3,1,3,4,4,4,5,2,4,2,4,2,5,4,3,25,1,90,"SE"
"13813",4,4,2,2,2,4,4,2,2,1,1,1,2,4,5,5,4,2,4,2,2,1,33,2,80,"US"
"13814",4,5,5,5,4,2,5,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,60,2,99,"US"
"13815",3,4,4,2,3,3,4,2,4,2,2,3,4,4,4,2,3,2,3,4,4,3,51,1,90,"CA"
"13816",4,5,4,3,4,4,4,2,4,4,1,1,1,4,4,4,4,4,3,2,4,2,50,2,30,"US"
"13817",1,5,4,1,1,4,4,1,4,1,2,1,2,2,4,4,0,2,1,4,5,1,51,2,80,"US"
"13818",4,2,4,2,2,4,4,4,4,2,3,2,4,4,4,3,4,3,3,2,4,2,25,1,75,"US"
"13819",1,5,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,35,1,100,"US"
"13820",5,5,5,3,4,5,5,4,5,4,1,3,3,5,5,5,3,5,3,5,3,2,28,1,90,"GB"
"13821",5,5,4,1,5,5,4,5,5,1,2,5,1,1,5,4,2,5,4,5,4,2,37,2,90,"US"
"13822",2,2,3,2,1,2,2,1,1,1,1,1,1,2,2,3,1,1,1,3,2,1,15,2,80,"US"
"13823",4,4,4,3,4,2,3,5,5,3,2,2,2,5,3,2,3,2,3,3,2,3,25,1,85,"SE"
"13824",5,4,4,4,2,5,3,1,4,1,1,2,1,1,4,3,4,2,1,1,5,1,19,1,98,"US"
"13825",5,2,5,5,4,5,5,5,5,2,2,5,2,4,3,5,5,5,5,5,5,5,30,1,75,"CA"
"13826",5,4,1,3,5,5,4,5,1,4,5,5,5,5,5,2,5,2,5,5,5,4,29,1,99,"CA"
"13827",4,4,4,5,4,4,5,2,4,3,2,2,1,3,4,3,3,3,4,4,2,3,18,2,93,"CA"
"13828",3,2,4,4,4,5,3,4,2,4,4,5,5,5,3,1,4,2,4,5,4,4,21,1,80,"US"
"13829",5,1,1,2,5,4,1,5,5,1,3,3,3,2,5,2,5,5,5,3,4,3,22,2,95,"US"
"13830",4,4,4,4,4,5,5,4,5,4,4,2,3,4,5,3,3,3,5,4,2,2,18,2,75,"US"
"13831",5,4,4,3,0,4,4,5,3,3,3,2,5,2,3,2,5,3,2,3,2,2,19,1,85,"US"
"13832",5,4,4,2,4,4,4,5,2,4,3,2,4,3,5,4,3,2,2,4,2,2,25,1,65,"US"
"13833",5,4,5,1,3,5,3,5,3,2,4,3,2,4,3,4,2,2,5,5,4,3,14,2,98,"US"
"13834",5,5,4,2,2,4,4,4,4,4,2,2,2,0,4,4,3,2,3,4,4,2,55,2,100,"US"
"13835",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,16,1,15,"US"
"13836",2,4,4,2,1,3,4,1,4,2,1,1,1,1,4,3,1,2,2,2,3,1,28,2,95,"US"
"13837",4,1,4,4,5,4,1,4,4,5,5,5,5,4,4,4,5,4,5,5,5,3,16,2,85,"US"
"13838",5,4,3,2,1,5,4,4,3,2,4,4,4,3,5,5,5,1,5,5,4,4,18,1,95,"US"
"13839",4,3,4,3,3,4,2,2,4,2,4,1,4,2,3,2,2,2,1,4,1,1,18,1,80,"US"
"13840",4,5,5,2,2,5,5,4,5,1,1,4,4,4,3,1,2,2,4,4,1,4,21,1,90,"AU"
"13841",4,5,4,5,5,4,5,4,5,4,2,4,4,4,4,5,5,4,4,4,3,4,18,1,80,"US"
"13842",5,5,4,1,3,5,5,1,5,1,1,2,1,2,5,5,3,3,4,4,4,1,19,2,88,"US"
"13843",4,5,5,4,5,4,5,3,4,4,3,4,5,4,4,2,2,2,3,5,3,3,20,2,89,"US"
"13844",3,3,1,2,1,1,2,1,2,1,3,1,3,1,3,3,3,1,1,3,4,2,25,1,85,"US"
"13845",4,4,3,4,2,4,4,2,4,2,2,2,4,4,5,4,4,3,3,4,4,2,29,2,80,"US"
"13846",3,0,3,2,3,4,4,2,4,1,1,1,4,5,4,5,5,3,2,3,3,3,21,1,95,"US"
"13847",4,5,3,2,3,5,5,2,4,1,4,3,5,4,5,4,4,4,4,4,4,4,17,2,90,"US"
"13848",5,3,5,4,4,4,2,4,5,1,2,2,4,4,5,5,5,1,2,3,4,1,19,2,85,"US"
"13849",4,2,2,0,4,4,1,3,4,2,4,4,4,5,4,3,4,1,4,4,4,1,20,2,70,"US"
"13850",4,4,3,3,5,4,4,4,4,2,4,2,4,4,4,4,2,2,4,4,4,4,48,1,90,"PL"
"13851",3,2,3,2,4,4,2,2,2,4,4,3,4,5,3,2,2,3,3,3,3,3,38,2,100,"US"
"13852",5,4,5,4,5,4,5,4,5,3,5,4,4,5,5,3,4,2,5,5,4,4,19,1,95,"US"
"13853",4,2,2,3,4,4,2,3,4,3,2,4,2,4,4,4,3,4,2,4,3,3,16,2,85,"US"
"13854",5,4,4,2,3,4,4,4,4,1,1,2,3,4,4,4,4,3,2,2,2,2,42,1,90,"NZ"
"13855",4,4,4,1,1,2,4,4,2,2,1,2,3,4,5,4,2,2,2,4,2,1,31,2,65,"US"
"13856",5,5,5,2,4,4,5,4,5,2,2,2,2,2,5,5,4,5,5,5,5,4,15,2,97,"US"
"13857",5,2,2,3,4,4,4,4,5,3,2,2,2,4,5,3,4,3,3,4,4,2,21,1,50,"US"
"13858",5,5,4,1,2,4,3,4,4,1,1,5,1,2,2,1,1,1,1,1,1,1,27,2,95,"US"
"13859",3,4,4,2,4,4,3,4,1,2,1,1,4,5,2,3,1,2,1,4,2,2,18,2,95,"US"
"13860",3,2,2,1,4,3,4,4,4,4,4,2,4,4,2,4,3,2,1,1,4,1,25,1,75,"US"
"13861",2,3,4,2,2,4,3,2,4,2,1,2,2,5,4,4,4,3,2,3,4,1,36,1,90,"CA"
"13862",4,3,5,3,3,4,4,2,5,2,2,1,1,2,4,3,4,1,1,1,2,1,23,1,90,"CA"
"13863",4,1,3,2,3,5,4,3,4,2,3,2,3,4,5,4,4,4,3,4,5,4,28,1,95,"PK"
"13864",4,2,4,2,2,3,4,3,4,2,2,2,4,4,4,4,4,4,3,4,4,3,23,2,60,"PH"
"13865",3,4,1,1,1,5,1,2,4,1,1,1,4,4,4,1,1,2,1,4,1,1,32,1,100,"US"
"13866",3,2,4,4,4,3,4,4,5,3,3,3,4,4,3,2,4,3,2,4,3,2,17,1,85,"GB"
"13867",4,1,4,4,4,3,4,1,5,4,1,2,2,4,5,0,5,2,3,5,4,3,19,1,90,"NZ"
"13868",4,5,5,1,2,3,5,2,4,2,1,1,1,4,5,2,1,1,2,4,4,1,32,2,90,"US"
"13869",2,5,2,2,2,2,3,2,4,2,1,1,1,3,3,2,2,3,2,3,4,3,60,1,90,"IE"
"13870",2,2,2,2,3,4,3,2,2,2,2,1,1,2,2,2,1,1,1,1,2,1,32,1,75,"AU"
"13871",3,4,3,2,2,3,4,3,2,2,1,2,1,3,2,2,2,2,2,3,2,2,67,1,99,"GB"
"13872",2,4,4,2,2,2,4,1,2,1,2,2,2,4,4,4,1,2,2,4,2,2,21,2,100,"US"
"13873",4,4,4,1,3,2,4,3,3,1,1,1,1,2,4,4,2,1,3,2,2,1,55,2,100,"GB"
"13874",4,4,4,3,2,4,4,3,4,2,4,4,4,4,4,4,4,3,4,4,4,4,21,1,90,"BG"
"13875",2,2,2,2,2,4,3,2,4,1,5,5,2,4,4,3,4,2,2,4,3,3,16,1,80,"GB"
"13876",2,2,1,4,4,4,2,5,4,5,4,5,4,5,2,2,2,3,4,4,4,4,25,2,65,"PL"
"13877",3,1,2,3,2,4,4,4,5,2,4,1,3,2,4,3,3,3,3,2,1,2,51,2,100,"PL"
"13878",4,4,1,5,5,3,4,4,1,1,1,1,1,1,5,4,1,1,5,5,2,1,16,2,95,"US"
"13879",5,4,2,2,2,5,5,1,5,1,1,1,2,4,5,5,4,2,4,2,2,1,48,1,95,"US"
"13880",2,4,3,3,2,4,2,2,4,2,1,1,2,4,4,4,4,1,1,1,4,1,75,1,80,"GB"
"13881",5,5,5,1,5,4,5,3,5,1,3,5,5,3,5,5,3,3,5,5,5,0,16,2,90,"US"
"13882",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,36,2,100,"IE"
"13883",4,1,2,2,3,3,2,3,2,3,3,3,2,3,2,1,2,2,3,4,3,3,19,1,85,"US"
"13884",4,4,4,3,4,4,4,5,4,3,2,2,3,5,3,3,3,4,2,2,3,0,60,2,60,"IE"
"13885",5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,1,5,5,2,5,5,1,19,2,99,"US"
"13886",4,2,4,2,3,4,4,5,2,3,4,2,4,4,2,2,2,2,4,4,4,3,42,2,90,"CA"
"13887",2,4,2,4,3,2,2,2,2,2,1,1,4,4,1,3,3,4,2,2,4,2,59,1,90,"IE"
"13888",2,4,4,4,3,4,2,4,3,4,2,2,2,2,5,4,4,3,4,4,3,2,17,2,95,"US"
"13889",3,2,4,3,2,3,2,2,4,2,0,2,3,4,0,3,3,3,3,2,3,3,67,1,80,"AU"
"13890",4,4,4,4,4,4,5,5,2,2,4,2,4,2,4,2,2,1,4,4,1,2,17,1,80,"US"
"13891",2,1,2,4,5,5,1,4,4,2,4,5,4,5,1,2,4,2,4,5,5,5,29,1,90,"NL"
"13892",4,5,5,1,1,5,3,5,1,1,1,1,4,3,4,5,3,3,1,2,4,1,16,2,98,"US"
"13893",2,4,2,3,1,4,4,1,1,1,1,2,1,2,4,4,4,4,4,3,4,1,21,2,90,"US"
"13894",4,5,5,1,2,4,5,3,5,1,1,5,5,5,4,4,2,5,4,5,4,3,18,2,98,"CA"
"13895",5,4,3,2,2,5,2,2,4,2,2,2,4,4,4,4,4,2,4,4,4,4,29,1,80,"GB"
"13896",1,2,2,1,1,3,1,1,4,1,1,1,2,2,1,2,2,0,1,2,4,2,62,2,100,"CA"
"13897",4,4,4,2,4,4,5,4,5,3,3,3,3,3,4,4,2,2,2,4,4,3,15,2,75,"US"
"13898",5,4,2,2,4,4,4,2,3,3,3,2,3,5,4,4,3,3,3,2,3,3,45,1,85,"AU"
"13899",4,3,2,2,3,2,3,4,2,1,2,2,2,4,3,3,2,3,2,3,4,1,33,2,90,"US"
"13900",2,4,3,5,3,2,4,1,1,4,2,4,3,3,4,2,3,1,2,4,4,4,26,1,70,"GB"
"13901",4,4,4,2,3,3,4,2,4,1,1,2,3,2,4,4,2,2,3,3,3,2,52,2,90,"US"
"13902",3,5,4,3,4,4,4,2,3,3,1,2,3,3,2,4,3,4,1,2,2,3,65,2,5,"GB"
"13903",3,3,3,3,1,3,2,1,3,2,5,4,4,2,3,5,5,5,3,5,2,4,0,1,9,"GB"
"13904",5,4,5,5,4,5,5,5,5,4,5,4,4,5,4,2,2,3,2,4,4,4,30,1,85,"US"
"13905",2,5,5,3,4,5,4,2,5,4,5,4,5,5,3,2,4,2,5,5,4,4,16,1,90,"BR"
"13906",5,4,2,3,4,4,4,4,5,4,4,4,4,4,5,4,3,4,5,5,4,4,36,1,100,"AU"
"13907",4,5,4,4,2,5,5,3,5,1,2,3,2,5,5,5,3,3,4,4,4,3,17,2,99,"GB"
"13908",4,5,5,1,1,2,4,2,4,2,1,1,1,2,1,1,1,2,1,1,1,1,0,2,99,"US"
"13909",4,3,3,3,3,5,5,5,5,3,3,2,4,4,5,5,4,3,5,5,4,5,36,1,90,"US"
"13910",4,4,4,2,4,4,5,4,4,2,2,2,2,4,5,4,5,2,4,4,4,3,21,2,70,"US"
"13911",3,1,4,5,3,5,1,4,5,1,5,1,5,5,4,2,2,2,5,5,5,4,24,2,80,"BG"
"13912",4,4,3,2,4,4,3,3,2,4,4,3,3,3,4,3,3,4,4,4,4,3,20,1,85,"HR"
"13913",2,3,4,5,2,2,2,3,3,4,5,5,3,4,2,2,2,4,4,4,2,4,34,2,80,"GB"
"13914",3,3,4,3,3,4,3,4,5,1,2,1,3,4,4,4,1,1,2,4,1,2,16,2,90,"NZ"
"13915",3,3,3,1,2,5,2,2,3,1,1,1,1,1,4,3,2,2,1,1,4,1,55,1,90,"US"
"13916",4,3,2,3,3,4,4,3,2,4,4,4,4,5,1,1,1,3,4,4,3,2,16,1,50,"US"
"13917",4,5,4,2,1,5,5,2,5,1,1,2,2,4,4,4,4,2,3,3,2,1,21,2,89,"US"
"13918",4,2,2,2,4,4,4,3,3,2,2,3,2,4,4,3,2,2,2,3,4,2,38,1,90,"US"
"13919",5,4,5,3,4,4,5,5,4,4,4,1,4,5,5,5,4,2,3,3,1,1,18,2,88,"US"
"13920",4,3,2,2,4,5,3,4,2,3,3,4,4,4,0,4,3,3,4,5,5,3,24,2,85,"US"
"13921",2,2,2,3,4,4,3,4,4,3,2,4,3,5,1,1,2,2,4,5,4,4,19,2,85,"US"
"13922",4,2,2,4,4,4,5,4,4,4,4,2,4,3,4,4,2,2,4,4,2,2,39,2,65,"US"
"13923",5,5,5,1,1,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,43,1,95,"US"
"13924",4,4,4,3,4,4,4,4,4,2,2,2,3,4,4,4,4,4,3,4,4,3,33,1,90,"GB"
"13925",4,2,2,2,4,4,4,4,4,2,4,3,4,5,4,4,3,3,4,4,4,3,16,1,70,"AU"
"13926",3,5,4,4,3,3,4,2,4,2,4,3,3,4,4,3,3,3,4,4,4,4,13,2,100,"US"
"13927",4,2,4,3,3,2,4,2,5,4,4,4,4,4,5,3,5,3,5,4,5,5,16,2,90,"US"
"13928",2,1,2,5,4,2,1,1,1,4,5,5,5,5,3,1,5,2,5,5,5,5,16,1,80,"US"
"13929",4,4,5,1,2,5,2,2,5,1,4,2,5,1,5,3,4,2,4,4,1,1,18,2,70,"US"
"13930",5,1,4,2,5,5,4,5,5,5,5,4,5,5,5,3,5,4,5,5,5,4,18,1,90,"US"
"13931",5,2,5,4,3,5,4,4,5,4,2,2,5,4,5,4,5,5,4,3,4,3,34,1,90,"US"
"13932",4,3,4,3,4,5,4,5,1,4,5,5,5,5,3,3,5,4,5,5,5,5,33,1,95,"CA"
"13933",5,1,5,3,3,3,5,2,5,1,2,4,2,5,5,5,5,2,4,5,5,4,16,2,99,"US"
"13934",5,3,3,5,5,5,5,5,5,4,5,4,5,5,5,3,5,5,5,5,4,5,19,2,95,"US"
"13935",5,5,5,5,3,5,5,5,5,1,1,2,4,5,5,5,5,1,4,4,2,2,21,1,80,"US"
"13936",4,5,4,1,4,2,4,1,2,2,1,2,4,4,3,4,2,2,3,4,2,2,36,1,95,"US"
"13937",2,3,3,3,4,4,3,4,4,4,4,3,2,1,4,4,2,2,3,4,3,2,20,3,80,"US"
"13938",4,3,4,3,3,4,2,3,4,4,3,3,4,4,3,4,4,3,4,4,4,4,23,1,67,"US"
"13939",5,1,2,3,5,4,4,4,5,4,4,3,5,4,5,4,5,4,5,5,5,4,28,1,99,"US"
"13940",5,2,4,2,4,5,2,4,5,4,4,5,4,5,3,4,2,4,5,5,5,4,25,1,98,"US"
"13941",4,4,5,2,4,5,4,4,5,4,4,4,2,5,4,3,4,4,3,2,4,4,24,1,70,"ID"
"13942",4,5,5,3,4,4,4,4,5,2,4,1,4,5,5,4,4,4,4,4,4,4,19,1,85,"US"
"13943",2,1,2,4,4,5,3,3,5,5,3,1,4,3,1,1,1,1,5,3,1,2,24,1,100,"KW"
"13944",5,1,4,2,1,5,1,1,5,1,5,4,4,5,4,4,5,2,5,5,4,5,19,1,94,"US"
"13945",5,1,5,5,4,5,4,5,5,5,4,2,3,5,5,2,5,1,2,3,2,2,22,1,50,"US"
