"A","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","Q11","Q12","Q13","Q14","Q15","Q16","Q17","Q18","Q19","Q20","Q21","Q22","Q23","Q24","Q25","Q26","Q27","Q28","Q29","Q30","Q31","Q32","Q33","Q34","Q35","Q36","Q37","Q38","Q39","Q40","elapse","NPI_Score","AR","gender","age"
2754,2,2,2,2,1,2,1,1,1,2,1,2,2,2,1,1,1,1,1,1,2,2,1,1,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,1,318,1.575,,1,20
2755,1,0,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,2,1,2,2,2,1,2,1,1,1,2,1,2,1,2,1,2,2,1,1,1,1,2,405,1.35,,2,52
2756,2,2,2,1,2,2,1,1,1,2,2,2,2,2,1,2,1,1,1,1,2,1,1,1,2,1,2,1,2,2,1,1,2,1,1,2,1,2,2,1,243,1.5,,1,41
2757,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1,2,2,1,2,2,1,1,2,2,2,286,1.725,,2,26
2758,2,2,2,1,2,2,1,1,1,2,2,2,2,2,1,2,1,2,1,1,2,1,1,1,1,1,2,1,2,2,1,1,1,2,1,2,1,2,1,2,193,1.5,,1,24
2759,1,2,1,1,2,1,2,1,1,2,1,1,1,2,1,1,1,1,1,2,1,2,1,1,2,2,1,1,2,1,1,2,1,1,2,1,1,2,2,2,1381,1.375,,2,28
2760,2,2,2,1,1,2,1,1,2,1,2,2,2,2,1,2,1,2,2,1,2,1,1,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,1,214,1.65,,1,24
2761,1,2,2,1,1,1,2,2,1,2,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1,1,1,2,1,2,1,1,2,1,1,1,202,1.425,,1,15
2762,1,1,1,2,2,1,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,1,1,2,1,1,1,1,1,2,2,2,2,1,1,1,1,2,245,1.45,,1,37
2763,1,2,2,1,2,2,1,1,1,1,2,2,2,2,2,1,1,1,2,1,1,2,1,2,2,2,2,1,1,2,2,1,2,1,2,1,2,1,2,1,318,1.525,,2,23
2764,1,2,2,1,1,1,1,1,2,2,2,2,1,2,1,1,2,2,1,1,2,1,1,2,2,2,1,1,2,1,1,2,1,1,1,1,1,2,2,2,307,1.45,,2,16
2765,1,2,2,1,2,1,1,1,1,2,1,1,2,2,1,2,1,1,1,1,2,1,1,2,2,1,2,1,1,2,1,1,1,1,1,2,1,2,2,1,931,1.375,,1,20
2766,2,2,2,1,1,2,1,2,1,1,2,2,2,2,1,2,1,1,1,1,2,1,1,2,2,1,2,1,2,2,1,1,2,2,1,2,2,2,2,1,287,1.55,,2,31
2767,1,1,2,1,1,2,2,1,2,2,2,2,2,1,1,1,1,1,1,2,1,2,1,2,2,2,2,1,2,1,1,1,2,2,1,2,1,2,1,2,558,1.5,,1,37
2768,2,2,1,1,1,1,2,1,1,1,2,1,2,1,2,1,2,1,1,2,2,1,1,2,2,2,2,1,1,2,1,1,1,1,1,2,1,2,2,1,263,1.425,,2,20
2769,1,2,2,2,2,2,2,1,2,2,1,1,1,2,2,1,1,1,2,1,1,1,1,1,2,2,2,2,1,1,2,2,1,2,1,1,2,2,1,2,333,1.525,,1,21
2770,2,1,2,1,2,1,1,2,1,1,2,2,2,2,1,2,1,2,2,1,2,1,1,2,2,1,2,1,1,2,2,1,2,2,1,2,1,1,1,1,168,1.5,,1,27
2771,1,1,1,1,2,1,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,1,1,1,2,2,1,1,1,1,2,1,1,2,1,1,1,1,1,2,219,1.325,,1,19
2772,1,2,2,1,2,1,1,2,2,2,2,2,1,1,2,1,2,1,2,2,1,1,1,2,2,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,221,1.625,,1,37
2773,1,2,1,1,1,2,1,2,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,0,1,2,2,2,1,1,286,1.425,,2,60
2774,1,2,2,1,1,1,2,1,1,2,1,2,2,2,1,2,1,1,1,1,2,2,1,2,2,1,1,1,2,1,1,1,1,1,1,2,1,2,2,2,363,1.425,,1,16
2775,2,2,2,1,1,2,1,2,1,1,2,2,2,2,2,2,1,1,1,1,2,2,1,2,2,1,2,1,2,2,2,1,2,2,1,2,2,1,2,1,357,1.6,,2,45
2776,1,2,2,1,2,2,1,2,1,2,2,2,2,2,1,1,1,1,1,1,2,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,157,1.625,,2,23
2777,1,2,2,1,2,2,1,2,1,1,1,1,2,2,1,2,1,1,1,1,2,2,1,1,2,2,2,1,2,2,1,1,1,2,1,2,2,2,2,2,555,1.525,,1,21
2778,1,2,2,1,2,1,1,1,1,2,1,1,2,2,1,2,2,1,1,1,1,2,1,2,2,2,2,2,1,2,1,1,1,2,1,2,1,1,1,1,442,1.425,,1,21
2779,1,1,2,1,2,1,1,1,2,2,1,1,1,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,2,1,2,1,1,2,1,2,2,1,2,291,1.375,,1,19
2780,1,2,2,1,1,2,1,1,2,2,1,2,2,2,1,2,2,2,1,1,1,2,1,2,2,2,2,2,1,2,2,1,1,1,1,2,2,2,2,2,629,1.6,,1,16
2781,1,2,2,1,1,2,1,2,1,1,2,2,2,1,1,1,1,2,1,1,2,1,1,2,2,2,2,1,0,2,2,1,2,1,1,2,2,1,2,1,410,1.45,,2,38
2782,1,2,2,2,1,1,1,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,1,2,1,1,1,2,1,1,2,1,2,2,2,2,2,1,285,1.45,,2,18
2783,1,2,2,1,1,2,2,1,2,2,1,2,2,2,2,1,2,2,1,1,2,1,1,2,2,2,2,1,2,1,1,1,1,2,1,2,2,2,2,2,302,1.6,,1,33
2784,1,2,2,1,1,1,2,1,2,2,1,1,2,2,1,1,1,1,1,2,1,1,1,1,2,2,2,1,2,1,1,2,1,2,1,1,2,2,2,2,690,1.45,,2,28
2785,2,2,2,1,1,2,1,2,1,1,2,1,2,2,1,2,1,1,1,1,2,1,1,1,2,1,2,1,1,2,2,1,1,2,1,2,2,2,2,1,306,1.475,,1,19
2786,1,2,2,2,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,1,2,1,1,2,2,2,2,2,2,1,2,241,1.5,,1,14
2787,1,2,2,1,2,2,1,2,1,2,1,2,2,2,1,1,1,1,1,1,2,2,1,2,2,1,2,1,1,2,1,1,1,2,2,2,2,2,2,1,233,1.525,,1,44
2788,2,2,2,1,1,2,1,1,1,1,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,1,2,1,1,2,2,1,1,1,1,2,1,2,2,2,199,1.575,,1,19
2789,1,2,2,1,1,2,2,1,2,1,2,2,2,2,2,2,1,1,2,1,2,1,1,2,2,1,2,2,1,2,1,1,1,2,1,2,2,2,2,1,288,1.575,,1,21
2790,1,1,2,1,1,1,2,1,1,1,2,1,2,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,2,2,1,1,2,2,2,2,2,2,1,185,1.375,,2,28
2791,1,2,1,1,2,2,2,1,1,2,2,1,1,2,1,1,1,1,1,2,2,1,1,2,2,1,2,2,1,1,1,1,1,1,1,2,2,1,1,1,975,1.375,,1,20
2792,1,2,2,1,1,1,1,2,0,1,1,2,2,2,1,2,1,1,1,1,2,1,1,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,1,5026,1.5,,2,61
2793,2,2,2,1,1,2,1,2,1,1,2,2,2,2,1,2,1,1,1,2,2,1,1,2,2,1,2,1,1,2,2,1,2,2,1,2,2,2,2,1,179,1.575,,2,20
2794,1,2,2,1,1,2,1,1,1,2,1,2,2,2,1,2,1,1,1,1,2,1,1,2,2,1,2,1,2,2,1,1,1,1,1,2,2,2,2,1,221,1.45,,1,38
2795,1,1,1,1,2,1,2,1,1,2,1,1,2,1,2,1,2,2,1,2,1,2,1,2,1,2,2,2,1,1,2,1,1,2,1,1,1,2,2,1,343,1.425,,2,32
2796,1,2,2,1,1,2,1,2,1,1,2,2,2,2,1,2,2,1,1,1,2,2,1,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,395,1.6,,1,23
2797,1,2,2,1,2,2,1,2,1,2,2,1,2,2,1,2,1,1,1,1,2,1,1,2,2,2,2,1,1,2,2,1,2,2,1,2,2,2,2,1,325,1.575,,1,42
2798,2,2,2,1,0,2,1,2,1,1,2,1,2,2,1,2,1,1,1,1,2,1,1,1,2,2,2,1,2,2,2,2,1,2,1,2,2,1,2,1,222,1.5,,1,45
2799,1,2,2,1,1,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,2,1,1,1,2,1,2,1,2,2,1,2,1,1,2,2,1,2,2,2,212,1.45,,1,42
2800,1,2,2,1,1,2,1,2,1,2,1,2,2,2,1,2,1,2,1,2,2,1,1,2,2,1,2,1,2,1,2,1,1,2,1,2,1,2,2,1,275,1.525,,2,57
2801,1,2,2,2,2,2,1,1,1,2,1,2,2,2,1,1,2,1,1,1,1,1,1,2,2,2,2,1,2,2,1,2,1,1,1,2,2,2,2,1,812,1.525,,1,17
2802,1,2,2,1,1,2,1,2,2,1,1,2,1,2,2,2,2,1,1,1,2,1,2,2,2,2,2,2,1,2,1,1,2,1,2,2,2,2,2,1,8332,1.6,,2,33
2803,2,2,2,1,2,2,1,1,2,1,2,1,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,1,2,528,1.45,,1,29
2804,2,2,2,1,2,2,1,2,2,1,2,2,2,2,1,2,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,1,338,1.65,,1,38
2805,2,2,2,1,1,2,1,2,1,1,2,2,2,2,1,2,2,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,1184,1.6,,1,50
2806,1,1,2,1,1,2,1,1,2,2,1,1,2,2,1,1,2,1,1,2,1,1,2,2,2,2,1,1,1,2,2,1,2,2,2,2,1,1,1,2,215,1.475,,2,50
2807,2,1,2,1,2,2,1,1,2,2,1,2,2,1,1,2,1,1,1,1,2,2,1,2,2,1,1,2,1,2,2,1,2,2,1,2,2,2,1,2,298,1.55,,2,36
2808,2,2,2,1,2,2,1,1,2,1,1,1,2,2,1,2,1,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,2,2,1,2,1,2,2,1,177,1.575,,1,30
2809,2,2,2,1,1,2,1,2,1,1,2,2,2,2,1,2,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,188,1.575,,1,52
2810,2,2,2,1,1,2,1,1,2,1,1,1,2,2,1,1,1,2,1,1,2,1,1,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,1,229,1.525,,2,26
2811,1,1,2,1,2,1,1,1,2,2,1,1,1,1,2,1,1,2,2,1,2,1,1,2,1,2,1,1,1,1,1,2,1,2,2,2,1,1,1,2,412,1.375,,1,20
2812,2,2,2,1,2,2,1,2,1,1,2,1,2,1,1,2,1,1,1,1,2,1,1,2,1,2,1,1,2,2,1,1,2,2,1,2,2,2,2,1,192,1.5,,2,30
2813,2,2,2,1,2,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,1,1,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,1,412,1.525,,3,52
2814,1,2,2,1,1,2,1,2,1,2,1,2,2,2,1,2,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,1,305,1.625,,2,35
2815,2,2,2,1,1,2,1,2,2,1,2,2,2,1,1,1,1,1,1,1,2,2,1,2,2,1,2,1,1,2,2,1,2,2,1,2,2,2,1,1,243,1.525,,1,20
2816,2,1,2,1,2,1,1,1,2,2,2,1,1,1,1,2,1,2,1,1,2,1,2,1,1,1,1,1,2,2,2,2,1,1,2,1,2,2,2,1,325,1.45,,1,25
2817,1,1,2,1,2,2,2,1,2,2,1,1,2,2,1,1,1,1,1,1,1,2,1,2,2,1,2,1,2,1,1,2,1,1,1,1,2,2,1,2,239,1.425,,1,19
2818,1,2,2,1,1,2,1,1,1,1,1,2,2,2,1,2,1,1,1,1,2,1,1,2,2,2,2,1,2,2,2,1,1,2,1,2,2,2,2,1,377,1.5,,2,13
2819,2,1,2,1,2,1,1,2,2,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,242,1.7,,2,27
2820,2,2,2,1,1,1,1,1,2,1,1,1,2,2,1,2,1,1,1,1,2,2,1,1,2,2,2,1,2,2,1,1,2,2,1,2,2,2,1,2,199,1.5,,2,26
2821,1,1,2,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,1,1,2,1,2,1,1,1,0,2,1,2,2,1,2,2,2,157,1.55,,2,22
2822,1,2,2,1,1,1,2,2,1,2,2,2,1,2,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,2,2,1,2,1,1,1,356,1.375,,1,38
2823,1,2,2,2,2,1,2,1,2,2,1,1,1,1,1,1,2,1,2,2,1,1,2,1,1,2,2,1,1,1,1,2,1,1,2,1,1,0,1,2,284,1.375,,1,48
2824,2,2,2,1,2,1,2,1,2,1,2,2,1,1,2,2,1,1,2,1,2,1,1,1,2,2,1,1,1,1,2,1,1,2,1,2,2,2,2,1,212,1.5,,1,23
2825,1,2,2,2,1,1,2,2,2,2,1,1,1,2,1,1,1,1,1,1,2,1,2,2,2,1,2,1,2,1,2,1,1,2,2,1,2,2,1,2,286,1.5,,1,29
2826,1,1,2,1,1,1,1,1,2,1,2,2,2,2,2,1,1,1,2,1,2,2,1,1,2,2,2,2,1,1,1,1,2,2,0,2,2,2,1,2,129,1.475,,2,27
2827,1,2,2,1,1,2,1,2,1,1,1,2,2,2,1,2,1,2,1,1,2,1,1,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,259,1.55,,1,19
2828,2,2,2,1,1,1,1,2,1,1,2,1,2,1,1,2,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,1,2,300,1.5,,1,36
2829,2,2,2,1,0,2,1,1,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,2,2,1,2,1,2,2,1,1,1,1,1,2,2,2,2,2,176,1.575,,1,50
2830,2,2,2,1,2,1,1,1,2,1,2,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,2,0,2,2,1,1,1,2,1,2,2,2,1,2,247,1.4,,1,35
2831,2,2,2,1,2,2,1,1,1,1,2,1,2,2,1,2,1,2,1,1,2,2,1,2,2,1,2,1,2,0,2,1,2,1,1,2,2,2,2,1,313,1.525,,1,23
2832,1,1,1,2,2,1,2,1,2,2,1,1,1,1,2,1,2,2,2,2,1,2,2,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,2,335,1.4,,2,28
2833,1,2,2,2,2,1,2,1,2,2,1,1,1,2,2,1,1,2,2,2,2,1,1,2,2,2,1,1,1,1,1,2,1,1,2,2,1,2,1,2,303,1.525,,1,20
2834,1,2,2,1,2,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,1,2,2,1,2,2,1,2,2,1,1,251,1.425,,1,26
2835,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,1,1,1,1,2,1,1,2,2,2,2,1,1,2,1,1,2,2,1,2,2,2,1,2,206,1.625,,1,22
2836,1,2,2,1,2,2,1,1,2,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,2,2,1,1,1,1,2,1,2,2,2,2,2,1,2,174,1.625,,2,21
2837,1,2,2,0,2,2,1,2,1,1,1,2,1,2,1,2,1,1,1,1,2,2,1,1,2,2,2,1,1,2,1,1,2,1,1,2,1,2,2,1,271,1.425,,2,22
2838,2,2,2,2,1,2,2,2,1,1,2,2,2,2,1,2,2,1,1,1,2,1,1,2,2,2,2,1,2,1,2,1,2,2,1,2,2,2,2,2,13978,1.675,,1,45
2839,1,1,1,2,2,2,1,1,2,2,2,2,1,2,1,2,1,2,1,2,2,1,2,1,1,2,1,1,2,2,2,2,1,1,2,1,1,2,2,2,377,1.55,,1,25
2840,1,2,1,2,1,2,2,1,1,2,1,1,1,2,1,1,2,1,2,1,1,1,2,2,2,2,2,2,1,1,1,2,2,1,1,2,1,2,2,1,416,1.475,,2,32
2841,1,2,2,2,1,1,2,1,2,1,2,1,1,2,2,1,1,1,2,2,2,2,2,2,1,2,1,2,1,1,1,2,1,1,2,1,1,2,1,2,417,1.5,,1,62
2842,1,2,2,1,1,2,2,1,2,2,1,1,1,2,1,1,2,1,1,1,2,2,1,1,2,2,1,1,1,2,2,2,1,2,1,1,2,1,1,2,430,1.45,,2,52
2843,1,2,1,1,2,1,2,1,2,2,1,1,1,2,2,1,2,2,1,2,2,2,2,1,1,2,1,2,2,1,1,2,1,1,2,1,1,1,1,2,11237,1.475,,2,55
2844,1,2,2,1,2,2,2,1,2,2,1,1,1,2,1,2,1,1,1,1,2,1,1,2,2,2,1,1,2,1,2,2,1,1,1,2,2,2,2,2,170,1.525,,2,18
2845,1,2,2,1,2,2,1,1,2,1,2,2,1,2,2,1,1,1,1,1,2,2,1,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,1,2,234,1.6,,2,32
2846,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,1,1,1,2,1,2,1,1,1,2,1,2,1,1,1,2,1,2,2,2,1,1,290,1.375,,0,38
2847,1,2,1,1,2,2,1,2,1,1,2,2,2,2,1,2,1,1,1,1,2,1,1,2,2,2,2,1,2,2,1,1,2,2,1,2,1,2,2,1,360,1.525,,2,62
2848,1,2,2,1,1,1,1,2,1,1,2,2,2,2,2,1,1,1,2,1,2,2,1,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,1,9907,1.6,,2,24
2849,2,2,2,1,2,2,1,2,1,1,2,2,2,2,2,2,1,1,1,1,2,1,1,1,2,1,2,1,1,2,2,1,2,1,1,2,2,1,2,1,363,1.525,,1,35
2850,1,2,2,1,1,1,2,1,2,2,1,1,2,2,1,1,2,2,1,1,2,1,2,1,1,1,1,2,2,2,2,2,1,2,2,1,1,2,2,2,348,1.525,,1,20
2851,1,2,2,1,2,2,1,1,1,2,2,1,2,2,1,2,1,1,1,2,2,1,1,1,2,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2,1079,1.575,,1,43
2852,2,2,2,1,1,2,1,1,1,1,2,1,1,2,1,2,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,202,1.5,,1,53
2853,2,2,2,1,1,2,1,2,2,1,2,1,2,2,1,2,1,1,1,1,2,1,1,1,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,1,213,1.575,,2,24
2854,1,2,2,1,1,1,1,1,1,2,2,2,2,2,1,1,2,1,1,1,2,1,1,2,2,2,2,1,1,2,2,1,2,1,1,2,2,2,2,1,180,1.5,,2,21
2855,2,2,2,1,2,2,1,1,1,1,2,2,2,2,1,2,1,1,1,1,2,1,0,2,2,2,2,1,0,2,1,1,2,2,1,2,2,2,2,1,226,1.5,,1,50
2856,1,2,2,1,2,1,1,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2,242,1.35,,1,21
2857,1,2,2,1,1,2,1,2,1,2,1,1,2,2,1,1,1,2,1,1,2,1,1,2,2,1,2,1,1,2,2,1,1,1,1,2,2,2,2,2,391,1.475,,1,26
2858,1,1,1,2,2,1,2,1,2,2,2,1,1,1,2,2,1,2,1,2,2,1,1,1,1,2,1,1,2,1,1,2,1,1,2,1,1,1,1,2,205,1.4,,2,16
2859,2,2,2,1,2,1,1,1,1,1,2,1,1,2,1,2,1,2,1,1,1,1,1,1,2,2,2,1,1,2,1,1,2,2,2,2,1,2,2,1,224,1.45,,2,27
2860,2,2,2,1,1,2,1,2,2,1,1,1,2,2,2,1,1,1,1,1,2,2,1,1,2,2,2,1,1,1,2,1,2,2,1,2,2,2,2,1,147,1.525,,2,37
2861,1,2,2,1,2,2,1,1,1,2,1,2,2,2,2,2,2,1,1,1,2,1,1,2,2,2,2,1,2,2,2,1,2,2,1,2,1,2,2,1,306,1.6,,1,58
2862,2,2,2,1,1,1,1,2,2,2,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,2,2,1,2,2,2,1,1,2,2,2,1,2,2,2,354,1.65,,1,56
2863,1,2,2,1,1,2,1,1,1,2,1,1,2,2,1,2,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,0,2,2,2,2,1,225,1.55,,2,51
2864,1,2,2,1,2,1,2,2,1,1,1,1,2,2,2,2,1,2,2,2,2,1,1,2,2,1,2,1,1,2,1,2,2,1,1,2,1,2,2,1,135,1.55,,1,31
2865,2,2,2,1,2,2,1,2,1,1,2,2,2,2,1,2,1,2,1,1,2,1,1,2,2,1,2,1,2,2,1,1,2,2,1,2,2,2,1,2,150,1.6,,1,18
2866,1,2,1,1,1,2,2,1,2,2,1,2,2,2,1,2,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,1,2,1,2,2,2,2,2,311,1.55,,1,50
2867,1,1,1,2,2,2,2,1,1,2,1,1,1,2,1,2,2,1,1,2,2,2,1,1,2,2,1,1,2,1,1,2,1,1,1,1,1,2,2,2,452,1.45,,1,33
2868,2,1,2,1,1,2,1,2,1,2,2,2,2,2,2,1,1,1,2,2,2,1,1,2,2,2,1,1,1,2,2,2,2,2,1,2,1,1,2,1,271,1.575,,2,34
2869,2,2,2,1,1,1,1,2,2,1,2,1,1,2,2,1,1,1,2,1,2,1,1,2,2,2,2,1,1,1,1,1,2,2,1,2,2,2,1,2,357,1.5,,2,43
2870,1,2,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,2,1,2,2,2,1,1,2,1,1,1,1,2,1,2,1,2,1,1,260,1.3,,1,22
2871,2,1,2,1,2,2,1,2,1,1,1,2,2,2,1,1,1,1,2,1,2,1,1,2,2,1,2,1,1,2,0,1,2,1,1,2,2,2,2,1,172,1.45,,1,32
2872,2,0,0,1,1,1,2,1,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,2,1,1,2,1,2,194,1.425,,1,20
2873,1,1,2,1,2,1,2,1,2,2,1,1,1,2,1,1,2,2,1,1,1,1,1,2,2,2,1,1,2,2,1,2,1,1,1,2,1,2,2,1,187,1.425,,2,20
2874,1,2,1,1,1,1,2,1,1,2,1,2,1,2,1,1,2,2,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,1,1,1,2,2,1,1,143,1.45,,2,31
2875,1,2,2,1,2,1,1,1,1,2,2,1,1,2,1,1,2,1,2,2,2,2,1,2,2,2,1,1,1,2,2,1,1,2,1,1,2,2,1,2,173,1.5,,1,24
2876,1,2,2,1,1,2,1,2,1,1,2,2,2,2,1,2,1,1,1,1,2,1,1,2,2,2,2,1,1,2,2,1,2,2,1,2,2,2,2,1,299,1.55,,1,63
2877,2,1,2,1,2,2,1,1,2,1,2,1,2,1,1,1,1,1,1,2,2,1,1,1,2,1,1,2,1,2,2,2,2,2,1,2,1,2,1,2,217,1.475,,1,25
2878,1,2,1,2,2,1,2,1,2,1,2,2,2,1,1,2,1,2,1,2,2,1,1,2,1,2,2,1,1,2,2,2,1,1,1,2,1,2,1,1,396,1.5,,1,43
2879,1,1,2,1,2,2,2,1,1,1,2,2,2,2,1,1,1,1,1,1,2,1,1,2,2,2,1,1,2,1,2,2,2,2,1,2,2,2,2,1,280,1.525,,2,47
2880,1,1,2,1,1,2,2,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,2,1,1,1,1,1,1,2,1,1,2,1,213,1.3,,1,31
2881,1,1,2,1,2,2,2,1,2,2,1,1,1,2,1,2,1,2,2,2,2,1,1,2,1,1,2,1,1,2,2,1,2,1,1,1,1,1,1,2,178,1.45,,1,20
2882,1,1,2,1,2,2,2,1,2,2,1,1,1,2,2,1,2,2,2,2,1,2,2,1,1,1,1,2,1,2,1,2,1,1,2,1,2,2,1,1,284,1.5,,1,25
2883,1,2,2,2,2,1,1,1,2,2,1,1,1,1,2,1,1,2,2,2,1,2,2,1,1,2,1,2,2,1,1,2,1,1,2,1,2,2,1,2,1098,1.5,,1,42
2884,2,2,2,1,1,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,2,2,2,1,2,1,1,2,1,2,2,2,762,1.45,,2,61
2885,2,2,2,1,2,2,1,2,1,1,2,1,2,2,1,2,1,1,1,1,2,1,1,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,1,245,1.575,,2,58
2886,1,2,2,1,2,1,1,1,2,2,2,2,2,2,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,2,1,1,2,1,2,2,2,2,1,2,188,1.475,,1,21
2887,2,2,2,1,1,2,1,2,2,1,2,2,2,1,1,2,1,1,1,2,2,1,1,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,338,1.6,,1,51
2888,1,1,2,2,2,2,2,1,2,2,2,1,1,2,2,1,1,1,2,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,177,1.375,,1,55
2889,1,2,2,1,1,2,1,1,1,1,2,2,2,2,1,2,1,1,2,1,2,1,1,2,2,1,2,1,1,2,2,1,2,2,1,2,2,2,2,1,384,1.525,,1,43
2890,1,2,2,2,1,1,1,1,2,1,1,2,1,2,1,2,1,2,1,1,2,1,1,2,2,1,2,1,2,2,1,1,2,2,2,2,2,2,2,2,236,1.55,,2,26
2891,2,2,2,1,1,2,1,2,1,1,2,2,2,2,1,2,2,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,2,1,1,2,2,2,1,1,220,1.55,,1,56
2892,2,2,2,2,2,2,1,2,1,1,1,2,2,2,1,2,1,1,2,1,1,1,1,2,2,2,2,1,2,2,2,1,2,2,1,2,1,2,1,1,386,1.575,,2,56
2893,2,1,1,1,2,2,2,1,2,2,1,1,1,2,1,1,2,1,2,1,1,2,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,2,1,2,166,1.375,,1,50
2894,2,2,2,1,1,2,2,2,1,2,1,1,2,2,2,2,2,1,2,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,265,1.65,,1,44
2895,1,2,2,2,2,1,2,1,2,2,1,1,1,2,2,1,2,1,2,2,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,2,1,1,2,206,1.475,,2,20
2896,1,2,2,1,1,2,1,1,2,1,2,2,1,2,2,1,1,2,2,2,2,2,1,2,2,1,1,2,1,2,1,2,1,2,2,2,2,2,1,2,946,1.6,,1,40
2897,1,2,2,1,2,2,1,2,1,1,2,2,2,1,1,2,1,1,1,1,2,1,1,2,2,1,2,1,2,2,1,1,2,2,1,2,2,2,2,1,237,1.525,,2,23
2898,1,2,1,1,1,1,1,2,1,1,2,2,1,2,2,2,1,1,2,1,2,1,1,2,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,1,232,1.525,,3,29
2899,1,2,2,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,2,2,2,2,1,344,1.35,,2,30
